complication_id,system_id,part_id,severity_level,name,weight,normal_medicine_bonus,appearance_indicator,patient_statement_clear,patient_statement_vague,exam_method,exam_result_positive,exam_result_negative,recheck_hint_mild,recheck_hint_moderate,recheck_hint_severe,treatment_plan,requires_surgery
7010065,70,7006,1,中度胸腺相关免疫失衡,0.6,0.65,体表外观略显消瘦，胸廓无明显畸形,这段时间反复出现不明原因的低热、皮疹和轻微关节痛，常常一个部位刚好另一个部位又开始不适,只是说“最近老是在生小病”，从皮肤到关节到肠胃都轮流出问题,免疫谱筛查 + 胸部影像,多项自身抗体滴度中度升高，部分 T 细胞亚群比例异常，胸部影像提示胸腺残余略大,免疫学指标接近常规范围，胸腺区未见明显肥大或结构异常,本次筛查未能直接证实本次免疫失衡，但提示免疫轴仍有轻度异常，说明该部位存在其他轻症级别免疫改变,本次筛查未能直接证实本次免疫失衡，却发现免疫轴已有中度紊乱，提示同部位合并中症级别系统性免疫病变,本次筛查未能直接证实本次免疫失衡，却显示免疫活性接近暴走状态，说明该部位可能合并重症级别免疫危象,中剂量免疫抑制剂/调节剂方案 + 住院短期监护,0
7010066,70,7006,2,重度胸腺源石性压迫综合征,1.0,1.1,胸前明显隆起，静息时可见呼吸费力，锁骨上窝轻度塌陷,现在平躺时会严重喘不上气，稍微说几句话就胸口像被重物压住，还会伴随咳嗽和声音嘶哑,只能半坐着用手撑着胸口，断断续续说“胸前整块都压塌了”，具体痛点已难以区分,胸部增强 CT + 术前三维重建,影像显示巨大源石性胸腺肿块充满前纵隔，明显压迫气管和大血管，心脏受推移位，局部出现坏死区,前纵隔轮廓尚可，未见巨大肿块或重要结构明显受压,本次检查未能直接证实本次压迫综合征，但仍提示胸腺区有轻度结构异常，说明该部位存在其他轻症级别胸前占位,本次检查未能直接证实本次压迫综合征，却发现前纵隔已有中度占位与压迫表现，提示同部位合并中症级别纵隔病变,本次检查未能直接证实本次压迫综合征，却显示巨大肿块包绕并压迫多条大血管和气管，说明该部位存在重症级别危及呼吸循环的病变,全麻下前纵隔开胸/胸腔镜辅助胸腺源石肿块切除 + 术前气道与循环评估 + 术后重症监护,1
8018001,80,8001,0,轻度头皮源石性皮疹,0.34,0.32,头皮整体外观基本正常，偶见零星细小红点，肉眼难以分辨结晶,这段时间头皮有点发紧、偶尔会有一块一块轻微发痒，主要集中在后枕部和太阳穴附近，仔细摸能感觉到一点点粗糙,就觉得整个头皮老是不太舒服，有时候痒有时候涨，说不清是哪一块，总感觉像戴了顶有点扎的帽子,头皮视诊 + 皮肤镜检查,皮肤镜下可见稀疏细小源石结晶点及轻度毛囊周围炎症，提示轻度头皮源石性皮疹,头皮皮肤纹理与毛囊开口清晰，无结晶反光及炎症征象，与轻度头皮源石性病变不符,本次视诊与皮肤镜未能直接证实本次头皮皮疹，但在局部仍可见轻度毛囊口角化及微小结晶点，提示同部位存在其他轻症级别的头皮病变,本次视诊与皮肤镜未能直接证实本次头皮皮疹，却发现局灶毛囊周围炎及斑片状鳞屑，提示同部位合并中症级别的炎性病变,本次视诊与皮肤镜未能直接证实本次头皮皮疹，却提示头皮大片结晶斑块和明显渗出，说明同部位已存在重症级别的源石性皮肤破坏,温和去屑洗剂 + 局部激素类软膏短期点涂 + 监测结晶变化,0
8018002,80,8001,0,轻度头皮神经迟钝,0.33,0.3,头皮表面无可见异常，触摸时患者反应略慢,最近洗头或者梳头的时候，总觉得有几块地方触感有点迟钝，好像别人用力抓了我一下我才反应过来，位置大概在头顶和后脑勺,就觉得头皮整片麻麻的，有时候抓了半天才觉得“哦是在挠头”，也说不清是哪一块先开始的,针刺触觉定量测试,针刺及棉球触觉阈值在顶枕部轻度升高，提示头皮浅表神经传导轻度受损,头皮针刺、触觉阈值均在正常范围内，未见浅表神经功能异常,本次触觉定量测试未能直接证实本次神经迟钝，但在局灶区域仍可见轻度阈值波动，提示该部位存在其他轻症级别神经感觉异常,本次触觉定量测试未能直接证实本次神经迟钝，却显示部分区域阈值中度升高，说明同部位合并中症级别的感觉传导障碍,本次触觉定量测试未能直接证实本次神经迟钝，却提示头皮大片区域触觉几乎消失，提示已存在重症级别的浅表神经损害需警惕,维生素 B 族营养神经 + 物理理疗（低频电刺激头皮）门诊随访,0
8018003,80,8001,0,轻度头皮微结晶渗润,0.33,0.31,头皮局部光泽略增，细看可见零星晶点反光，肉眼难以察觉,最近在灯光下照镜子的时候，觉得发缝附近有一点点不正常的反光，摸起来有点颗粒感，不过不怎么痛，就是偶尔有轻微刺痒,就觉得头顶有点“沙沙”的，像头皮下面埋了点碎砂子，一会儿说是头皮屑，一会儿又觉得像是头发油光太重,头皮放大摄影 + 侧光检查,发缝及枕后区域可见散在针尖样源石微结晶，周围皮肤轻度充血，符合轻度结晶渗润表现,头皮放大下未见异常反光点和结晶轮廓，皮肤颜色均匀，未见渗润改变,本次放大与侧光检查未能直接证实本次微结晶渗润，但在邻近区域仍可见轻度结晶阴影，提示同部位存在其他轻症级别的结晶相关病变,本次放大与侧光检查未能直接证实本次微结晶渗润，却发现局部结晶聚集和中度充血，说明同部位合并中症级别的结晶性皮损,本次放大与侧光检查未能直接证实本次微结晶渗润，却提示头皮大片结晶板块与明显渗出，说明同部位已存在重症级别的结晶性头皮破坏,温和清洁头皮 + 局部抑制源石活性的外用制剂 + 定期复查结晶密度,0
8018101,80,8001,1,中度头皮结晶性斑块,0.5,0.6,头顶部与枕部可见数处淡灰白色隆起斑块，边缘清楚，皮屑轻度脱落,这段时间头顶后面那几块地方总是又紧又痒，照镜子能看到有点一块一块发白，摸上去硬硬的，比周围皮肤高出一点，梳头的时候还会有白屑掉下来,总觉得整个头皮都一块一块硬硬的、发木，有时候说是“整片头皮结壳了”，看不清是哪几块先开始，只觉得一抓就有东西掉,头皮视触诊 + 皮肤镜,皮肤镜下头皮多发板状源石结晶斑伴毛囊口受累，周围可见中度炎症和轻度毛囊萎缩，符合中度结晶性斑块,头皮镜下皮肤纹理规则，仅见零星鳞屑，无板状结晶与炎症征象，不符合中度结晶性斑块表现,当前视触诊与皮肤镜未能直接证实本次结晶性斑块，但仍在局部发现细小结晶点和轻度红斑，提示同部位存在其他轻症级别皮损,当前视触诊与皮肤镜未能直接证实本次结晶性斑块，却发现更深层结节样隆起和较重红斑，提示同部位合并中症级别的其他源石性皮肤病变,当前视触诊与皮肤镜未能直接证实本次结晶性斑块，却提示大片融合性结晶斑和渗出溃烂，说明同部位已存在重症级别头皮破坏性病变,局部中效激素/免疫调节软膏 + 抑制源石活性的外用溶液 + 短期口服抗炎药物门诊随诊,0
8018102,80,8001,1,中度头皮源石性毛囊炎,0.5,0.62,头皮可见散在红色丘疹和小脓疱，部分毛囊口有晶点反光,近一阵子后脑勺和两侧太阳穴靠上的地方总是又刺又痛，梳头一碰就会有针扎一样的感觉，偶尔还能摸到鼓起来的小疙瘩，有的会渗一点透明液体,就觉得整个头皮像被无数小针扎着，一会儿喊是“全是包”，一会儿又说像被风吹得发炎了，哪里先开始的也说不太清,头皮视诊 + 真菌/细菌涂片检查,视诊见弥漫性红色丘疹及小脓疱，镜检可见毛囊周围炎性细胞浸润及源石微结晶附着，符合中度源石性毛囊炎表现,头皮视诊仅见少量散在丘疹，无显著脓疱及结晶附着，涂片细胞学未见异常，不符合中度源石性毛囊炎,本次检查未能直接证实本次源石性毛囊炎，但局部仍可见轻度毛囊口充血和少量炎性细胞，提示该部位存在其他轻症级别炎症,本次检查未能直接证实本次源石性毛囊炎，却发现毛囊周围炎症中度弥散并伴结节形成，说明同部位合并中症级别的其他炎性病变,本次检查未能直接证实本次源石性毛囊炎，却提示头皮大片毛囊破坏及结晶团块，说明同部位已存在重症级别破坏性炎症病灶,抗生素/抗感染外用制剂 + 抑制源石活性的药用洗剂 + 必要时口服抗感染药短期使用,0
8018201,80,8001,2,重度头皮广泛结晶坏死,1.0,1.1,头皮大片灰白色结晶板块覆盖，局部皮肤破溃渗出，伴有脱发斑和明显恶臭,现在头顶这一大片几乎是又硬又疼，连枕着都受不了，梳头的时候整片头发连着皮屑和碎块一起掉下来，碰一下就像火烧一样疼，还会有一点黄水渗出来,只会反复喊“头皮要烂掉了”“整块都要掉下来了”，只知道整圈头顶和后脑勺都痛得受不了，也说不清哪一块最先开始，只觉得再碰一下就会整片脱落,头皮 MRI + 组织活检,影像提示头皮广泛增厚并出现大片高密度源石结晶影，活检见表皮与真皮深层坏死伴结晶团块和大量炎性浸润，符合重度广泛结晶坏死,头皮厚度与信号分布均匀，活检组织结构完整，无大面积坏死与高密度结晶团块，不符合重度广泛结晶坏死,本次 MRI 与活检未能直接证实本次广泛结晶坏死，但可见局部皮下尚存轻度结晶沉积和轻微组织损伤，提示同部位存在其他轻症级别病变,本次 MRI 与活检未能直接证实本次广泛结晶坏死，却发现多个区域有中度组织坏死和结晶聚集，提示同部位合并中症级别的破坏性病灶,本次 MRI 与活检未能直接证实本次广泛结晶坏死，却显示头皮大范围组织断裂、坏死及结晶板块贯穿皮下，说明同部位已存在重症级别危及颅骨和深部结构的病变需立即处理,全麻下坏死头皮与结晶板块清创切除 + 必要时局部皮肤移植重建 + 术前广谱抗感染与抑制源石活性静脉药物准备,1
8028001,80,8002,0,轻度面部源石性红斑,0.34,0.33,面部整体外观接近正常，仅在双颊可见轻微弥漫性潮红，难以肉眼察觉结晶,最近照镜子的时候总觉得脸颊两边有点不自然的发红，出门吹风或者晒会更明显一点，偶尔有点发热和轻微刺痒,就觉得整张脸一会儿红一会儿不红，说不清是不是过敏，只会说“最近脸总是热乎乎的”，也讲不清具体是哪一块最红,面部视诊 + 皮肤镜,皮肤镜下双颊表浅血管轻度扩张，可见星点状源石微结晶散在分布，提示轻度面部源石性红斑,面部皮纹与血管走向正常，皮肤镜下未见异常结晶反光点及持续性红斑，不符合轻度源石性红斑,本次视诊与皮肤镜未能直接证实本次源石性红斑，但在局灶区域仍见轻微毛细血管扩张，提示同部位存在其他轻症级别皮肤反应,本次视诊与皮肤镜未能直接证实本次源石性红斑，却发现局部中度红斑和点片状结晶，说明同部位合并中症级别炎性皮损,本次视诊与皮肤镜未能直接证实本次源石性红斑，却提示面部大范围红斑伴渗出和结晶板块，说明同部位已存在重症级别面部破坏性病变,低敏保湿护理 + 避光 + 局部低效激素或钙调神经磷酸酶抑制剂短期外用,0
8028002,80,8002,0,轻度面部感觉过敏,0.33,0.3,面部皮肤外观无可见异常，轻触时患者主诉轻微刺痒或灼热,最近脸被风一吹或者稍微用水碰一下，就会觉得有点刺刺的或烫烫的，看镜子又看不出什么明显变化，主要集中在两颊和额头,就觉得“脸皮变薄了”，一会儿说吹风就痛，一会儿又说洗脸像被针扎，哪里最明显也说不清，只说“整张脸都怪怪的”,棉球触觉测试 + 温度觉测试,棉球轻触及温度刺激在双颊和额头处阈值略低，患者主诉夸大不适，提示轻度面部感觉过敏,面部触觉与温度觉阈值在正常范围内，刺激不诱发过度不适，不符合轻度感觉过敏表现,本次感觉测试未能直接证实本次面部感觉过敏，但在局部可见轻度阈值波动，提示同部位存在其他轻症级别神经敏感改变,本次感觉测试未能直接证实本次面部感觉过敏，却发现部分区域对刺激反应明显夸张，说明同部位合并中症级别感觉异常或痛觉过敏,本次感觉测试未能直接证实本次面部感觉过敏，却提示面部多区域存在持续自发痛和严重痛觉过敏，说明同部位已存在重症级别神经痛综合征,避免刺激因素 + 局部保护屏障修复剂 + 必要时口服轻度镇静或神经调节药,0
