cid,system_id,part_id,severity_level,name,weight,normal_medicine_bonus,appearance_indicator,patient_statement_clear,patient_statement_vague,exam_method,exam_result_positive,exam_result_negative,recheck_hint_mild,recheck_hint_moderate,recheck_hint_severe,treatment_plan,requires_surgery
8038001,80,8003,0,轻度上肢散在性源石丘疹,0.34,0.032,上肢皮肤整体外观正常，仅在前臂近腕处可见数个细小稍隆起红点，难以肉眼察觉结晶,最近前臂靠近手腕的地方偶尔会出现一点点小疙瘩，有时候会痒一下，平时不注意也看不太出来，摸起来略微粗糙,就说手臂上“偶尔起小疙瘩”，一会儿指前臂一会儿又说是上臂，痒的时候才会注意到，平时说不清具体位置,上肢视诊 + 皮肤镜,皮肤镜下前臂散在针尖样源石结晶丘疹，周围皮肤轻度充血，提示轻度散在性源石丘疹,上肢皮肤镜仅见轻度干燥，无结晶性丘疹或异常充血，不符合轻度散在性源石丘疹,本次检查未能直接证实本次源石丘疹，但局部仍可见轻微毛囊口堵塞，提示同部位存在其他轻症级别皮损,本次检查未能直接证实本次源石丘疹，却发现更大颗粒结晶丘疹和中度红斑，说明同部位合并中症级别结晶性皮肤病变,本次检查未能直接证实本次源石丘疹，却提示上肢大片结晶斑块和皮肤破溃，说明同部位已存在重症级别破坏性皮损,局部止痒外用制剂 + 温和清洁与保湿 + 观察结晶有无进展,0
8038002,80,8003,0,轻度上肢感觉异常,0.33,0.03,上肢皮肤外观无可见异常，偶有轻度抓痕,最近从肘部到手腕这段，总会突然有一小条位置发麻或者有点蚂蚁爬的感觉，持续几秒钟就消失，看起来皮肤并没有什么变化,只会说“手臂老是怪怪的”，一会儿说发麻一会儿说发痒，说不清是内侧还是外侧，就是觉得整条手臂都不太对劲,触觉和痛觉阈值测试,上肢特定皮节的触觉和针刺痛觉阈值轻度波动，提示轻度上肢感觉传导异常,上肢各皮节触觉和痛觉阈值处于正常范围，未见感觉传导障碍，不符合轻度感觉异常,本次测试未能直接证实本次感觉异常，但部分区域仍有轻度阈值改变，提示同部位存在其他轻症级别神经敏感改变,本次测试未能直接证实本次感觉异常，却发现连续皮节范围内阈值中度改变，说明同部位合并中症级别神经传导障碍,本次测试未能直接证实本次感觉异常，却提示多节段出现阈值严重升高或下降，说明同部位已存在重症级别神经功能损害,维生素 B 复合物营养神经 + 适度上肢拉伸理疗 + 门诊随访神经症状变化,0
8038003,80,8003,0,轻度上肢隐匿性结晶斑点,0.33,0.031,肉眼观察上臂和前臂皮肤基本光滑，仅在强光斜照时可见几处细小亮点,最近洗澡时在灯光下感觉上臂外侧有几颗亮亮的小点，用手摸起来有点像细砂埋在皮下，不疼不痒，就是摸得到,就觉得“手臂好像多了几粒小石子”，一会儿说在肩膀附近，一会儿又说在手腕附近，具体位置总是记不清,上肢放大摄影 + 斜光检查,放大摄影下上臂和前臂外侧散在针尖样高反光结晶点，周围皮肤结构基本正常，提示轻度隐匿性结晶斑点,上肢放大摄影和斜光检查未见高反光颗粒影，皮肤纹理均一，未示结晶斑点形成,本次检查未能直接证实本次隐匿性结晶斑点，但局部仍有轻度色素或角质改变，提示同部位存在其他轻症级别皮肤改变,本次检查未能直接证实本次隐匿性结晶斑点，却发现片状更大结晶聚集，说明同部位合并中症级别源石性皮损,本次检查未能直接证实本次隐匿性结晶斑点，却提示上肢广泛结晶板块伴皮肤破裂，说明同部位已存在重症级别结晶性皮肤破坏,局部抑制源石活性的外用制剂 + 观察结晶分布变化 + 避免机械摩擦,0
8038101,80,8003,1,中度上肢结晶性斑块,0.5,0.063,前臂和上臂外侧可见多处灰白色或淡黄色隆起斑块，边界清楚，表面粗糙,最近前臂和上臂外侧一片摸上去都硬硬的，有几块明显鼓起来，皮肤颜色比周围更白一点，有时会痒，有时按压会有钝痛感,总说“整条手臂都长了壳”，一会儿指肘部一会儿又指肩膀，范围形容得忽大忽小，但能描述出有几块特别硬,上肢视诊 + 皮肤镜,皮肤镜下可见板状源石结晶沿皮纹堆积成片，表皮角化增生明显，真皮浅层有中度炎性浸润，符合中度结晶性斑块,上肢皮肤镜仅显示轻微粗糙和鳞屑，无成片结晶和明显炎症细胞，不符合中度结晶性斑块,本次检查未能直接证实本次结晶性斑块，但仍在部分区域发现细小结晶点和轻度红斑，提示同部位存在其他轻症级别结晶相关病变,本次检查未能直接证实本次结晶性斑块，却发现更深层结节样结构与中度炎症，说明同部位合并中症级别的其他结晶性病变,本次检查未能直接证实本次结晶性斑块，却提示上肢广泛皮肤断裂与厚大结晶板块，说明同部位已存在重症级别破坏性皮损,局部中效激素软膏 + 抑制源石活性的外用药 + 合理保湿与避免摩擦，必要时短期口服抗炎药,0
8038102,80,8003,1,中度上肢源石性神经压迫综合征,0.5,0.067,上肢皮肤可见条索状隆起或轻度凹陷走行与神经路径一致，伴轻度肌肉紧张,近一段时间从上臂外侧到前臂的一条线总会隐隐发麻，偶尔像被电到一样一阵刺痛，有时候拿东西会突然没力气，需要甩一甩才好一点,总抱怨“整条手臂的神经都被卡住了”，一会儿说是肩膀的问题，一会儿又说是手腕的问题，只觉得从肩到指尖都不听使唤,上肢神经传导速度检查 + 体表触诊,神经传导速度在相关上肢神经段轻度减慢，体表触诊沿神经走行可诱发放射痛，提示中度源石性神经压迫综合征,神经传导速度和诱发电位均在正常范围，触诊未诱发异常放射痛，不符合中度神经压迫综合征,本次检查未能直接证实本次神经压迫综合征，但仍可见单一皮节轻微传导减慢，提示同部位存在其他轻症级别神经受压,本次检查未能直接证实本次神经压迫综合征，却发现多节段明显传导减慢，说明同部位合并中症级别的其他神经病变,本次检查未能直接证实本次神经压迫综合征，却提示多条神经几近传导中断，说明同部位已存在重症级别广泛神经损伤,局部理疗与牵伸训练 + 口服神经调节药与止痛药 + 避免重复负重或压迫,0
8038201,80,8003,2,重度上肢广泛结晶性溃疡,1.0,0.113,上肢大片灰白或暗红结晶板块伴皮肤破溃，部分区域可见深达真皮的溃疡，周围红肿明显,现在整条前臂有好几块地方已经破开，周围硬硬的结晶板像壳一样翘起来，中间的肉一碰就疼得发抖，有的地方还在往外渗黄水和血,只会说“手都快烂穿了”，只知道从肘到手腕这一段多处又肿又痛又流液，具体哪一块最严重已经说不清，只能护着整条手臂不敢碰,上肢 MRI + 深度超声评估,影像显示上肢皮肤及皮下软组织广泛高密度结晶沉积并伴深达真皮及皮下的溃疡缺损，周围水肿明显，符合重度广泛结晶性溃疡,影像仅示皮肤厚度轻度改变，无深达真皮及皮下的溃疡缺损，也未见大片高密度结晶沉积，不符合重度广泛结晶性溃疡,本次 MRI 与超声未能直接证实本次广泛结晶性溃疡，但在局部仍可见轻微结晶沉积与浅表糜烂，提示同部位存在其他轻症级别皮损,本次 MRI 与超声未能直接证实本次广泛结晶性溃疡，却发现多处中度组织缺损和结晶团块，说明同部位合并中症级别破坏性病变,本次 MRI 与超声未能直接证实本次广泛结晶性溃疡，却提示上肢深层软组织广泛坏死和结晶浸润，说明同部位已存在重症级别危及肢体存活的病变需紧急干预,在全麻下进行上肢多发溃疡病灶清创和结晶板块切除 + 视情况行皮肤或皮瓣移植覆盖 + 术前静脉抗感染与抑制源石活性的药物冲击治疗,1
8048001,80,8004,0,轻度手指末端微循环减弱,0.34,0.03,手指远节甲床颜色略淡，静息状态下肉眼难以分辨异常,最近总觉得手指尖有一点点冰凉，尤其是静下来或者碰到冷水时更明显，看起来指甲颜色只是稍微比以前白一点,就说“手指老是凉凉的、没血色”，有时候觉得只是手背发凉，有时候又觉得整个手都冷，说不清是左手还是右手更严重,毛细血管充盈时间测试 + 手指温度测量,手指末端毛细血管充盈时间轻度延长，皮肤表面温度较对侧轻度下降，提示轻度微循环减弱,毛细血管充盈时间及皮肤温度均在正常范围，两侧对称，不符合轻度微循环减弱,本次测试未能直接证实本次微循环减弱，但在个别手指仍见极轻度充盈时间延长，提示同部位存在其他轻症级别血流改变,本次测试未能直接证实本次微循环减弱，却发现部分手指充盈时间中度延长，说明同部位合并中症级别循环障碍,本次测试未能直接证实本次微循环减弱，却提示多个指端几乎无有效血流灌注，说明同部位已存在重症级别循环衰竭,保暖与避免冷暴露 + 适度手部活动训练 + 必要时口服轻度血管扩张或改善微循环药物,0
8048002,80,8004,0,轻度手指末端感觉模糊,0.33,0.031,手指皮肤肉眼无可见异常，轻触时反应略迟,最近拿细小东西的时候，总觉得指尖分不太清楚力度，好像触感有点迟钝，有时候按手机屏幕要多按一下才反应,就说“手指头不灵巧了”，一会儿说是整只手麻，一会儿又只说是指尖不听使唤，具体哪几根最明显也说不太出来,两点辨别觉测试 + 轻触觉测试,手指末端两点辨别距离轻度增大，触觉刺激反应时间略延长，提示轻度手指末端感觉模糊,两点辨别距离与触觉反应时间在正常范围内，未见感觉减退表现,本次测试未能直接证实本次感觉模糊，但个别指端仍有轻度阈值变化，提示同部位存在其他轻症级别神经感觉异常,本次测试未能直接证实本次感觉模糊，却发现连续多个指端出现中度感觉减退，说明同部位合并中症级别神经传导障碍,本次测试未能直接证实本次感觉模糊，却提示多数指端几乎无触觉感受，说明同部位已存在重症级别神经功能损害,维生素类营养神经药物 + 手指精细动作训练 + 避免长时间压迫和过度使用,0
8048003,80,8004,0,轻度手指隐匿性结晶环,0.33,0.032,肉眼观察手指甲缘基本正常，仅在强光和特定角度下可见细小环形反光带,最近修指甲的时候，发现在灯下面看甲缘周围有一点点亮圈，用手摸不出明显凸起，平时不注意也看不出来,就说“指甲边上好像有点闪闪的东西”，一会儿担心是指甲油残留，一会儿又怕是结晶，但具体是哪个手指说得很含糊,指甲缘放大摄影 + 侧光检查,放大摄影下多根指甲缘附近可见细小环形高反光结晶带，甲床结构基本正常，提示轻度隐匿性结晶环,放大与侧光检查下甲缘未见环形高反光颗粒，甲板与甲床结构清晰，无结晶沉着,本次检查未能直接证实本次隐匿性结晶环，但个别甲缘仍有轻微角质堆积，提示同部位存在其他轻症级别改变,本次检查未能直接证实本次隐匿性结晶环，却发现局部结晶颗粒密度中度增加，说明同部位合并中症级别结晶沉积,本次检查未能直接证实本次隐匿性结晶环，却提示多根手指甲缘出现厚大结晶环伴甲板变形，说明同部位已存在重症级别结晶相关损害,定期修整甲缘角质 + 外用抑制源石活性的指缘护理剂 + 观察结晶带是否扩展,0
8048101,80,8004,1,中度手指末端结晶性血流阻滞,0.5,0.065,多根手指末端颜色偏苍白或淡紫，遇冷时指尖明显变色，复温后恢复迟缓,这段时间只要一碰冷水或者在药舱里待久一点，手指尖就会一根一根变白、变紫，等回到温暖的地方要好几分钟才能慢慢恢复颜色，还会有针扎一样的痛,总说“手指一会儿没血一会儿又胀痛”，形容成整只手都被冻麻了，但又能指出指尖颜色变化特别明显,手指冷激试验 + 多普勒血流检测,冷激后多根手指末端血流明显减弱，颜色恢复时间显著延长，多普勒提示末梢血流中度受限，符合中度结晶性血流阻滞,冷激试验中指端颜色变化不明显，血流恢复迅速，多普勒未见血流受限，不符合中度结晶性血流阻滞,本次试验未能直接证实本次血流阻滞，但个别指端仍见轻度流速减慢，提示同部位存在其他轻症级别循环障碍,本次试验未能直接证实本次血流阻滞，却发现多节段血流持续中度受限，说明同部位合并中症级别的其他循环病变,本次试验未能直接证实本次血流阻滞，却提示多个指端几乎无可测血流信号，说明同部位已存在重症级别末梢缺血坏死风险,保暖与避免冷刺激 + 口服或局部血管扩张药物 + 适度手部功能锻炼与定期血流监测,0
